lianjia_addressinfo,gaode_addressinfo,longitude,latitude,unit_price
太子山庄 ,太子山庄,113.907064,22.509796,66192
绿景蓝湾半岛 ,绿景蓝湾半岛,114.040158,22.516161,68675
东方凤雅台 ,东方凤雅台,114.180666,22.560203,48406
诺德假日花园 ,诺德假日花园,113.903114,22.509892,90585
佳兆业可园四期 ,佳兆业可园4期,114.134948,22.601034,49730
诺德假日花园 ,诺德假日花园,113.903114,22.509892,78970
西城雅筑 ,鸿荣源·西城雅筑,113.877859,22.562483,74212
祥云苑 ,祥云苑,114.142443,22.607232,30705
莱蒙水榭春天一期 ,莱蒙水榭春天1期,114.02317,22.6292,66869
弘雅花园第二期 ,弘雅花园2期,113.893456,22.57183,41831
皓月花园 ,皓月花园,114.044601,22.617463,48416
星湖花园 ,星湖花园,114.100243,22.567949,50222
雨田村 ,雨田村,114.055627,22.560314,53454
帝景峰 ,帝景峰,114.132778,22.61056,38545
雷圳碧榕湾 ,雷圳·碧榕湾名苑,113.90445,22.511402,69568
旭飞华达园 ,旭飞华达园,114.129501,22.572259,49557
皓月花园 ,皓月花园,114.044601,22.617463,48416
旭飞华达园 ,旭飞华达园,114.129501,22.572259,49557
星湖花园 ,星湖花园,114.100243,22.567949,50222
雨田村 ,雨田村,114.055627,22.560314,53454
帝景峰 ,帝景峰,114.132778,22.61056,38545
雷圳碧榕湾 ,雷圳·碧榕湾名苑,113.90445,22.511402,69568
金地梅陇镇一期 ,金地梅陇镇花园1期,114.03111,22.632167,54745
西岸观邸 ,鸿荣源·西岸观邸,113.895404,22.55051,96126
鼎太风华二期 ,鼎太风华2期,113.911759,22.520689,66688
翠珠小区 ,翠珠小区,114.129474,22.565832,68541
惠中名苑 ,惠中名苑,113.917684,22.515714,55719
蓝色海月居 ,蓝色海月居,114.240737,22.56133,45808
绿景花园二期 ,深圳绿景花园2期,114.043014,22.521812,70155
福瑞阁 ,福瑞阁(新洲四街),114.041991,22.524469,66711
中爱花园 ,中爱花园,113.984534,22.560899,66890
万科第五园三期 ,万科第五园3期,114.069736,22.617791,56942
新德家园 ,新德家园,113.914473,22.52892,90183
柏丽花园 ,柏丽花园,114.126767,22.562724,65807
佳兆业可园七期 ,佳兆业可园7期,114.135096,22.597826,46484
南国丽城 ,南国丽城,113.957213,22.581874,59729
松坪村菊苑 ,松坪村菊苑,113.952745,22.557259,58784
益田村 ,益田村(公交站),114.052216,22.516085,57028
风临洲 ,风临洲,113.889324,22.558974,64949
桃源盛景园十七区 ,桃源盛景园17区,113.861337,22.616996,45173
梅花新园 ,梅花新园,114.04126,22.622416,53127
美丽365花园 ,美丽365花园,114.03175,22.663318,42313
越海家园 ,越海家园,114.006826,22.535162,75237
福景花园 ,福景花园,114.022973,22.648233,36519
蜜园 ,蜜园,114.043187,22.523905,58414
丽湖花园二期 ,丽湖花园,114.107336,22.630122,36557
新德家园 ,新德家园,113.914473,22.52892,72049
英郡年华 ,英郡年华,114.149971,22.616613,43059
海印长城 ,海印长城,113.9314,22.517415,87384
阳光里雅居 ,阳光里,113.927352,22.525297,81574
中海深圳湾畔花园 ,中海深圳湾畔花园,113.966844,22.540363,72993
龙珠花园 ,龙珠花园,114.1246,22.602495,38908
天健阳光华苑 ,天健阳光华苑,114.055766,22.525237,78397
美丽365花园 ,美丽365花园,114.03175,22.663318,43332
槟城西岸 ,槟城西岸,113.857636,22.570311,81917
书香门第名苑 ,书香门第(民塘路),114.04534,22.597036,57786
海滨假日 ,海滨假日,114.273571,22.586946,60260
佳嘉豪苑 ,佳嘉豪苑,113.930664,22.516013,80379
金湖星苑 ,金湖星苑,114.106422,22.62569,28422
碧海富通城一期 ,富通城1期,113.858569,22.564221,62123
鼎太风华七期 ,鼎太风华七期(东滨路),113.907652,22.515659,77143
松坪村东区三期 ,松坪村三期,113.955752,22.559544,61208
华丽花园 ,华丽花园(华丽路),114.134042,22.550327,49836
金地名轩 ,金地名轩,114.039698,22.521541,68733
信和自由广场 ,信和自由广场,113.925007,22.506489,66147
丹枫雅苑 ,丹枫雅苑,114.030931,22.654542,42783
青湖山庄 ,青湖山庄(公交站),114.106926,22.583981,38008
祥云天都世纪大厦 ,祥云·天都世纪,114.04398,22.521046,53972
福中福花园二期 ,福中福花园,113.872895,22.563814,48529
御景湾 ,御景湾,113.874319,22.562184,68613
泰华阳光海小区 ,泰华阳光海,113.856489,22.572504,70571
丽湖花园二期 ,丽湖花园,114.107336,22.630122,35869
莱蒙水榭春天5期 ,莱蒙·水榭春天5期(南门),114.027941,22.623034,81829
半岛城邦花园二期 ,半岛城邦2期,113.931539,22.481454,94377
叠翠新峰花园 ,叠翠新峰,114.270262,22.717635,33933
富佳苑 ,富佳苑,113.887965,22.565228,46009
富佳苑 ,富佳苑,113.887965,22.565228,46009
环岛丽园 ,环岛丽园,114.134205,22.55226,68118
环岛丽园 ,环岛丽园,114.134205,22.55226,66012
广兴源圣拿威 ,广兴源·圣拿威,113.867728,22.562723,71178
西城上筑花园 ,西城上筑,113.892369,22.556273,77310
华茂苑 ,华茂苑,114.057891,22.563534,58354
桦润馨居 ,桦润馨居,114.026791,22.652876,37285
锦绣江南二期 ,锦绣江南2期,114.02908,22.636334,46554
东方盛世花园 ,东方盛世花园,114.116713,22.592218,42227
英达钰龙园 ,英达钰龙园,113.920828,22.539354,73047
福兴花园 ,福兴花园(龙尾路),114.044927,22.568694,61716
满京华喜悦里 ,满京华·喜悦里华庭,114.268814,22.720755,43360
阳基新天地 ,阳基·春天里,114.156796,22.623851,34777
福民新村 ,福民新村,114.069359,22.522882,51946
金丽豪苑 ,金丽豪苑,114.127454,22.565221,55408
月亮湾山庄 ,月亮湾山庄,113.888305,22.48994,57916
博林天瑞 ,博林天瑞,113.972932,22.583872,72920
鲸山觐海 ,鲸山觐海,113.90712,22.478688,149896
龙园意境 ,龙园意境,114.124685,22.620788,62753
金地梅陇镇一期 ,金地梅陇镇花园1期,114.03111,22.632167,55418
THETOWN乐城 ,乐城(坳牌路),114.224351,22.675946,42647
塘朗城广场东区 ,塘朗城广场(西区),113.99877,22.58868,53939
绿景虹湾 ,绿景虹湾,114.039321,22.56092,75335
弘雅花园雅豪轩三期 ,弘雅花园三期雅豪轩停车场,113.893506,22.574939,45517
塑和公园华府 ,塑和·公园华府,114.119218,22.552291,75512
中洲华府 ,中洲地产中央公园,113.905284,22.573129,70452
徽王府 ,徽王府,114.227467,22.727878,37752
荔林春晓 ,荔林春晓,113.92509,22.538078,85477
龙华花半里花园 ,龙华·花半里,114.048103,22.673487,52180
金亨利首府 ,金亨利·都荟首府,114.026421,22.618949,95068
金地名峰 ,金地名峰,114.261544,22.683353,39697
佳兆业可园五期 ,佳兆业可园5期,114.135127,22.599725,57120
佳兆业可园四期 ,佳兆业可园4期,114.134948,22.601034,50671
欧景花园二期 ,罗马公元欧景花园2期,114.233003,22.72429,39921
金地梅陇镇一期 ,金地梅陇镇花园1期,114.03111,22.632167,68348
鸿荣源尚峰 ,鸿荣源·尚峰,114.138161,22.623789,52723
瑞华园 ,瑞华园,114.232373,22.728155,44153
庐山花园 ,庐山花园,114.123941,22.536674,33920
城市山林 ,城市山林,113.914804,22.510367,89237
幸福海岸二期 ,幸福海岸2期,113.878647,22.560735,87069
壹锦园 ,壹锦园,114.222724,22.729425,51971
万科四季花城一期 ,万科四季花城1期,114.058393,22.625149,55888
合正锦湖魅力城 ,新世纪魅力城双语幼儿园,114.124004,22.557403,89677
阳光花地苑 ,阳光花地苑,113.9135,22.518234,74590
山海津 ,山海津,113.899904,22.482694,56969
万象中心 ,万象中心,113.847007,22.602561,39638
佳兆业可园四期 ,佳兆业可园4期,114.134948,22.601034,57737
特发和平里 ,特发·和平里1期,114.012675,22.64328,72969
中山颐景花园一期 ,中山颐景花园2期,113.923896,22.548512,53397
锦绣花园二期 ,锦绣花园二期停车场,113.995131,22.53576,72163
深业新岸线一期 ,深业新岸线1期,113.876268,22.557631,90904
宝珠花园 ,宝珠花园,113.957817,22.571077,51740
信义御城豪园 ,信义御城豪园,114.212845,22.650627,50690
绿景虹湾 ,绿景虹湾,114.039321,22.56092,80568
桂芳园五期 ,佳兆业桂芳园5期,114.14167,22.61357,44803
万科翰邻城 ,万科翰邻城,114.230986,22.730721,65902
福昌苑 ,福昌苑(新洲三街),114.043082,22.525246,56549
星河时代 ,星河时代,114.227132,22.692819,42046
星河时代 ,星河时代,114.227132,22.692819,42046
百仕达红树西岸 ,红树西岸,113.965813,22.522218,121648
桂芳园五期 ,佳兆业桂芳园5期,114.14167,22.61357,44803
波托菲诺纯水岸十六期 ,华侨城·波托菲诺纯水岸16期,113.971371,22.549498,117588
公园大地三期 ,公园大地3期,114.236944,22.710745,64347
万科翰邻城 ,万科翰邻城,114.230986,22.730721,45466
金地海景翠堤湾 ,金地海景花园B区,114.043192,22.514551,71746
嘉洲富苑 ,嘉洲富苑,114.045903,22.52626,70446
中旅国际公馆2期 ,中旅·国际公馆2期,114.013949,22.54788,149022
信义御城豪园 ,信义御城豪园,114.212845,22.650627,44726
汇龙湾 ,汇龙湾,114.028162,22.622016,83502
龙都花园 ,龙都花园,113.959641,22.569406,50848
皇御苑四期 ,深港1号,114.075406,22.524038,71160
黄埔雅苑四期 ,黄埔雅苑,114.050952,22.545514,79400
鸿威海怡湾 ,鸿威海怡湾,113.943087,22.490978,130280
天鹅堡 ,天鹅堡,113.979539,22.547659,89386
莱蒙水榭春天B区6期 ,莱蒙·水榭春天6期,114.026402,22.625926,80055
莱蒙水榭春天B区6期 ,莱蒙·水榭春天6期,114.026402,22.625926,93488
绿景蓝湾半岛 ,绿景蓝湾半岛,114.040158,22.516161,68898
中信星光名庭 ,中信星光名庭,114.122241,22.555144,64000
星河时代 ,星河时代,114.227132,22.692819,40000
星河时代 ,星河时代,114.227132,22.692819,40000
阳光天下花园 ,阳光天下花园,114.044035,22.570296,91694
星河时代 ,星河时代,114.227132,22.692819,80208
振业城 ,振业城,114.179393,22.639223,47386
越海家园 ,越海家园,114.006826,22.535162,74327
莱蒙水榭山 ,莱蒙·水榭山,114.033507,22.596428,134800
颐林雅院 ,颐林雅院,114.058039,22.571927,64297
凯丰花园二期 ,凯丰花园2期,114.064791,22.567236,112801
恒安花园 ,恒安花园,113.915301,22.569128,63330
禾田世居 ,禾田世居,114.233594,22.720628,35030
星河时代 ,星河时代,114.227132,22.692819,83094
禾田世居 ,禾田世居,114.233594,22.720628,35030
招商依山郡 ,招商·依山郡,114.220212,22.729761,38336
西海湾花园 ,西海湾花园,113.930723,22.514351,84510
星河时代 ,星河时代,114.227132,22.692819,83094
中信红树湾南区 ,中信红树湾2期,113.964819,22.525872,108598
心语家园 ,心语家园,113.910234,22.514601,62283
国都高尔夫花园二期 ,国都高尔夫花园绿茵豪苑,114.046696,22.531486,57075
丹枫雅苑 ,丹枫雅苑,114.030931,22.654542,43147
华丽西村 ,华丽西村,114.134958,22.550715,52535
慢城三期 ,慢城3期,114.128489,22.625209,51482
阳光新干线家园 ,阳光新干线家园,114.127126,22.537757,48482
海云轩 ,海云轩,113.893736,22.557756,54175
招商观园 ,招商观园,114.061923,22.690405,47474
碧海蓝天名苑 ,碧海蓝天明苑,114.234868,22.553193,43712
满京华喜悦里 ,满京华·喜悦里华庭,114.268814,22.720755,44939
新秀苑 ,新秀苑,114.197928,22.644846,29996
向南瑞峰花园 ,向南瑞峰,113.925589,22.524309,62619
中海怡翠山庄一期 ,中海怡翠山庄,114.111506,22.624153,41894
京基东方都会 ,京基东方都会,114.142904,22.548238,51166
阳光天健城 ,阳光·天健城,114.220392,22.701247,81707
雅然居 ,雅然居花园,113.893008,22.578798,47079
鼎太风华三期 ,鼎太风华3期,113.910135,22.519532,91330
中海半山溪谷花园 ,中海半山溪谷,114.241395,22.585384,43823
锦绣花园二期 ,锦绣花园二期停车场,113.995131,22.53576,77588
佳兆业水岸新都 ,佳兆业水岸新都1期,114.277723,22.749345,30156
万科城四期 ,万科城4期,114.06773,22.646647,108753
旭飞华达园 ,旭飞华达园,114.129501,22.572259,53080
莱蒙水榭春天三期 ,莱蒙水榭春天3期,114.024911,22.627694,77768
信义御城豪园 ,信义御城豪园,114.212845,22.650627,48829
星河盛世 ,星河盛世,114.046688,22.602673,59754
长怡花园 ,长怡花园,114.08841,22.550838,95346
中海怡瑞山居 ,中海怡瑞山居,114.122922,22.619804,55114
星河盛世 ,星河盛世,114.046688,22.602673,59754
翡翠明珠花园 ,翡翠明珠花园,114.233707,22.700927,87437
万科四季花城六期 ,万科四季花城-六期别墅,114.056752,22.622352,46610
鹏兴花园五期 ,鹏兴花园5期,114.16905,22.558465,56676
睿智华庭 ,睿智华庭,114.209705,22.705842,48186
鸿威海怡湾 ,鸿威海怡湾,113.943087,22.490978,136795
世纪村四期 ,世纪村4期,113.96494,22.53334,88593
嘉洲富苑 ,嘉洲富苑,114.045903,22.52626,65334
万科城三期 ,万科城3期,114.068278,22.644571,48327
碧海蓝天名苑 ,碧海蓝天明苑,114.234868,22.553193,47003
嘉葆润金座 ,嘉葆润金座,114.047756,22.523889,98917
中粮锦云 ,中粮锦云花园,113.88752,22.584066,65707
万科第五园二期 ,万科第五园停车场,114.067561,22.611456,56347
劲力城市明珠 ,城市明珠花园,114.028474,22.665991,43034
峰景台大厦 ,峰景台大厦,114.140291,22.554972,45929
深业紫麟山花园 ,深业紫麟山(深圳),114.246257,22.736237,34973
新德家园 ,新德家园,113.914473,22.52892,68984
侨城豪苑二期 ,侨城豪苑2期,113.96723,22.542441,82733
怡翠花园 ,怡翠花园,113.878103,22.584602,43538
京南华庭 ,京南华庭,114.122303,22.599417,44178
新港鸿花园 ,新港鸿花园,114.130891,22.572122,52385
怡合花园 ,怡合花园,113.90658,22.575716,42463
置地逸轩 ,置地逸轩,114.121108,22.537317,56698
鸿洲新都 ,鸿洲新都,113.919766,22.539633,62147
大世纪水山缘 ,大世纪·水山缘,114.140929,22.599355,39906
皇御苑四期 ,深港1号,114.075406,22.524038,64742
信义御城豪园 ,信义御城豪园,114.212845,22.650627,38003
云景豪园 ,云景豪园,114.126797,22.540193,39824
信义御城豪园 ,信义御城豪园,114.212845,22.650627,38003
源兴居 ,源兴居,114.12258,22.562388,50943
潜龙鑫茂花园C区 ,潜龙鑫茂花园C区,114.041827,22.609262,49505
时尚新居 ,时尚新居,114.112556,22.568045,46347
大世纪水山缘 ,大世纪·水山缘,114.140929,22.599355,40055
康佳苑 ,康佳苑,113.99228,22.53618,70134
金地花园 ,金地花园(公交站),114.036667,22.521811,50650
益田村 ,益田村(公交站),114.052216,22.516085,62434
航苑大厦 ,航苑大厦,114.082992,22.544002,59099
香缤广场 ,香缤广场,113.907031,22.561802,53858
优品建筑 ,优品建筑,114.022162,22.647571,45221
景华苑 ,景华苑(花景道),114.031494,22.557406,31506
鸿润豪苑 ,鸿润豪苑,114.152602,22.603256,34563
港丽豪园 ,港丽豪园,114.066656,22.530297,73908
都市名园 ,都市名园,114.109347,22.5396,53553
桂芳园三期 ,桂芳园3期,114.140949,22.616487,42640
松坪村东区三期 ,松坪村三期,113.955752,22.559544,69363
越海家园 ,越海家园,114.006826,22.535162,83553
中海丽苑 ,中海丽苑,113.920384,22.515506,58681
田心庆云花园 ,田心庆云花园,114.114683,22.566812,50863
合正锦园 ,合正锦园南区,114.178608,22.562692,60208
华清园 ,华清园,114.151915,22.553807,43058
荣超花园 ,荣超花园,114.119249,22.59335,33835
翠拥华庭 ,翠拥华庭,114.13075,22.562557,55002
都市花园 ,都市花园(新沙路),114.048513,22.530659,60716
白金酒店公寓 ,白金酒店公寓,113.899878,22.564493,46288
欧景花园二期 ,罗马公元欧景花园2期,114.233003,22.72429,40956
文锦渡海关三院 ,文锦渡海关三院生活区,114.139048,22.543031,49836
万科金域蓝湾一期 ,万科金域蓝湾1期,114.02552,22.52313,80000
香林玫瑰花园 ,香林玫瑰花园,114.225028,22.720301,37588
双龙花园 ,双龙花园,113.875921,22.581808,41667
THETOWN乐城 ,乐城(坳牌路),114.224351,22.675946,43719
徽王府 ,徽王府,114.227467,22.727878,37253
畔山花园 ,畔山花园(罗沙公路辅路),114.176705,22.561572,38725
怡康家园 ,怡康家园,114.137237,22.614245,39713
桂芳园四期 ,桂芳园4期,114.141636,22.616039,41894
梅林一村六区 ,梅林一村6区,114.038156,22.565808,63728
碧海富通城三期 ,碧海富通城3期,113.85511,22.566576,68491
联城美园 ,联城美园,114.128579,22.543493,54867
锦绣江南四期 ,锦绣江南4期,114.031892,22.638192,45565
梅林一村十三区 ,梅林一村13区,114.035975,22.567918,62320
鹏兴花园二期 ,鹏兴花园2期,114.164299,22.562465,59416
长丰苑 ,长丰苑,114.127211,22.541275,37180
白金假日公寓 ,白金假日公寓,113.868913,22.567533,63712
皇御苑二期 ,皇御苑2期,114.075678,22.526862,62026
百仕达花园二期 ,百仕达花园2期,114.133364,22.57312,59024
金众蓝钻风景 ,蓝钻风景,114.315971,22.697309,33224
联城美园 ,联城美园,114.128579,22.543493,57859
松坪村东区三期 ,松坪村三期,113.955752,22.559544,63442
中海康城国际一期 ,温氏生鲜(中海康城店),114.208973,22.709994,43585
今日家园 ,今日家园(东昌路),114.136134,22.581274,71371
置地逸轩 ,置地逸轩,114.121108,22.537317,55171
半岛苑 ,半岛苑,114.129449,22.613611,34675
万科金域蓝湾三期 ,万科金域蓝湾3期,114.025571,22.523102,84558
潜龙花园 ,潜龙花园,114.043009,22.612452,48961
泰和花园 ,泰和花园,114.13723,22.583233,55222
常兴广场 ,常兴时代广场,113.921829,22.533025,56116
畔山花园 ,畔山花园(罗沙公路辅路),114.176705,22.561572,45133
桐林公寓 ,桐林公寓,114.078814,22.532367,62734
阳光棕榈园一期 ,中海阳光棕榈园1期,113.914633,22.533427,66595
阳光棕榈园一期 ,中海阳光棕榈园1期,113.914633,22.533427,66595
光彩新世纪家园 ,光彩新世纪,113.924137,22.523248,62665
华茂苑 ,华茂苑,114.057891,22.563534,53687
海韵嘉园 ,海韵嘉园,113.925363,22.485731,76688
韵动家园 ,韵动家园,114.038275,22.526499,59698
豪业华庭 ,豪业华庭,113.867075,22.560788,50369
西湖大厦 ,西湖大厦,114.109429,22.555011,32724
信义荔山公馆 ,信义·荔山公馆,114.126207,22.592345,51994
振业峦山谷 ,振业峦山谷,114.266279,22.686879,35212
金水湾御园 ,金水湾·御园停车场(出入口),114.257209,22.591244,45252
旭飞花园 ,旭飞花园,114.103343,22.558365,50798
劲力城市明珠 ,城市明珠花园,114.028474,22.665991,45426
碧水龙庭 ,碧水龙庭(民丰路),114.047245,22.615822,55333
阳光花园 ,阳光花园(长龙路),114.116423,22.61555,40935
荔树人家 ,荔树人家,114.03358,22.526772,56668
皇御苑四期 ,深港1号,114.075406,22.524038,62100
旭飞华安园 ,旭飞华安园,114.060335,22.565268,58307
鹏益花园 ,鹏益花园,114.094565,22.560168,49716
阳基阳光城市 ,阳光城市,114.070771,22.523203,66809
桃源盛景园十七区 ,桃源盛景园17区,113.861337,22.616996,45162
阳光翠园 ,阳光翠园,114.141181,22.600635,32529
尚景欣园 ,尚景欣园,114.251183,22.729271,33045
红树别院 ,红树别院,113.957045,22.546956,113637
文峰华庭 ,文峰华庭,114.143862,22.60173,41222
万科城三期 ,万科城3期,114.068278,22.644571,66091
华彩花园 ,华彩花园,113.920318,22.49747,49106
春华四季园二期 ,春华四季园2期,114.055382,22.622855,52513
中央悦城 ,中央悦城,114.24206,22.732298,34782
中海半山溪谷花园 ,中海半山溪谷,114.241395,22.585384,47340
莱蒙水榭春天二期 ,莱蒙水榭春天2期,114.024804,22.627684,66809
莱蒙水榭春天二期 ,莱蒙水榭春天2期,114.024804,22.627684,66809
佳兆业可园六期 ,佳兆业可园6期,114.134604,22.597722,45491
绿海名都 ,绿海名都,113.912759,22.529484,67064
康桥紫郡 ,康桥紫郡花园33栋,114.143301,22.628008,43063
中海半山溪谷花园 ,中海半山溪谷,114.241395,22.585384,47340
万科四季花城三期 ,万科四季花城3期,114.056995,22.622399,43384
同创九著院 ,同创九著院,114.240256,22.731194,49411
领翔华府 ,领翔华府,113.85515,22.609644,61515
城中雅苑 ,城中雅苑,114.05263,22.531618,87825
百仕达东郡 ,百仕达东郡(公交站),114.137955,22.568975,74895
碧海富通城三期 ,碧海富通城3期,113.85511,22.566576,72910
金地鹭湖1号 ,金地·鹭湖1号,114.058725,22.694175,48342
保利上城 ,保利上城(岗贝路),114.237425,22.705269,47275
丽湖花园二期 ,丽湖花园,114.107336,22.630122,29925
万象天成 ,万象天成,114.254368,22.723858,35399
翠盈嘉园 ,翠盈嘉园,114.123125,22.557094,57149
城南雅筑 ,城南雅筑(龙城南路),114.255795,22.709908,40187
缇香名苑 ,缇香名苑,114.041295,22.544897,86037
懿花园 ,和记黄埔懿花园,114.063877,22.693063,60545
梅林一村五区 ,梅林一村2区5-8栋,114.040249,22.566717,58681
信义御城豪园 ,信义御城豪园,114.212845,22.650627,43236
碧海富通城三期 ,碧海富通城3期,113.85511,22.566576,79864
中海阳光玫瑰园 ,中海阳光玫瑰园,113.89618,22.502571,78999
松茂御龙湾 ,松茂·御龙湾,113.853356,22.573996,64978
花果山小区 ,花果山社区,113.925893,22.491686,70060
祥云天都世纪大厦 ,祥云·天都世纪,114.04398,22.521046,51856
槟城西岸 ,槟城西岸,113.857636,22.570311,69897
绿景中城天邑花园 ,中城天邑花园,114.047574,22.52128,75946
绿海名都 ,绿海名都,113.912759,22.529484,68286
桂芳园三期 ,桂芳园3期,114.140949,22.616487,45158
星河时代 ,星河时代,114.227132,22.692819,44968
龙城华府 ,龙城华府(余岭西路),114.230296,22.700535,36734
佳兆业可园六期 ,佳兆业可园6期,114.134604,22.597722,48991
和平广场 ,和平广场,114.114233,22.544178,48794
领航城领丽花园 ,领航城·领丽花园停车场,113.8563,22.612082,53782
绿景虹湾 ,绿景虹湾,114.039321,22.56092,78151
阳光棕榈园二期 ,中海阳光棕榈园2期,113.913452,22.527373,64556
第五大道高发西岸花园一期 ,高发西岸花园1期,113.87677,22.556015,79060
万科公园里三期 ,万科公园里花园3期,114.158893,22.606883,49454
经典家园 ,金众·经典家园,114.108561,22.550862,66620
金港华庭 ,金港华庭,113.861458,22.582208,50751
碧海名园 ,宝安·碧海名园,113.86501,22.581785,55010
缤纷假日豪园 ,缤纷假日,113.927818,22.520407,65466
鸿荣源尚峰 ,鸿荣源·尚峰,114.138161,22.623789,52485
领航城领秀花园 ,领航城领秀,113.855881,22.612489,53327
都市花园 ,都市花园(新沙路),114.048513,22.530659,64137
园东花园 ,园东花园,114.101341,22.552684,73659
英郡年华 ,英郡年华,114.149971,22.616613,52985
星河时代 ,星河时代,114.227132,22.692819,62945
桃源村二期 ,桃源村2期,113.981205,22.559156,49684
万科城一期 ,万科城1期,114.067546,22.643864,59323
绿景虹湾 ,绿景虹湾,114.039321,22.56092,83565
信义假日名城四期锦绣园 ,锦绣园,114.125541,22.593372,48321
世纪春城一期 ,世纪春城1期,114.033705,22.627907,44758
麓园 ,麓园,114.220051,22.732648,38856
前海康城华府 ,前海康城华府,113.893497,22.493467,81495
欧景花园一期 ,欧景花园1期,114.234147,22.725343,35452
碧海富通城一期 ,富通城1期,113.858569,22.564221,56119
麟恒中心广场二期 ,麟恒中心广场2期,114.18714,22.637671,43915
合正锦湖魅力城 ,新世纪魅力城双语幼儿园,114.124004,22.557403,56772
中海半山溪谷花园 ,中海半山溪谷,114.241395,22.585384,38372
碧海富通城一期 ,富通城1期,113.858569,22.564221,56119
麟恒中心广场二期 ,麟恒中心广场2期,114.18714,22.637671,43915
合正锦湖魅力城 ,新世纪魅力城双语幼儿园,114.124004,22.557403,56772
国都花园 ,国都花园(煤场路),114.110896,22.548516,46656
松茂御龙湾 ,松茂·御龙湾,113.853356,22.573996,60641
泊林花园 ,泊林花园,114.125546,22.571705,54938
君汇新天 ,君汇新天,113.939299,22.50368,113608
黄埔雅苑一期 ,黄埔雅苑,114.050952,22.545514,80202
星河时代 ,星河时代,114.227132,22.692819,46747
丰润花园 ,丰润花园,114.028587,22.639516,35418
金海华府 ,金海华府,113.895429,22.582234,55780
美思苑大厦 ,美思苑大厦,114.132647,22.566642,51758
布吉中心广场 ,布吉中心广场,114.117671,22.6,29911
新港鸿花园 ,新港鸿花园,114.130891,22.572122,53909
中海日辉台 ,中海·日辉台,114.068029,22.640741,50731
梅林一村十二区 ,梅林一村12区,114.033786,22.566491,61302
振业峦山谷 ,振业峦山谷,114.266279,22.686879,37127
布吉中心广场 ,布吉中心广场,114.117671,22.6,29911
百花公寓一期 ,百花公寓(百花三路),114.092379,22.553512,107568
万科翰邻城 ,万科翰邻城,114.230986,22.730721,48016
百仕达东郡 ,百仕达东郡(公交站),114.137955,22.568975,70069
盈翠家园 ,盈翠家园,114.139515,22.61149,38247
中海月朗苑 ,中海月朗苑,114.066753,22.615423,48929
长丰苑 ,长丰苑,114.127211,22.541275,45790
翠华花园 ,翠华花园,114.13238,22.555547,75462
桃源居十四区 ,桃源居14区,113.86137,22.617041,49286
佳嘉豪苑 ,佳嘉豪苑,113.930664,22.516013,77253
侨城馨苑 ,侨城馨苑,113.967071,22.549004,59997
流塘阳光花园 ,流塘阳光,113.889657,22.581684,68974
中海康城国际一期 ,温氏生鲜(中海康城店),114.208973,22.709994,42848
海怡东方花园 ,海怡东方花园,113.95133,22.52622,129489
碧海富通城三期 ,碧海富通城3期,113.85511,22.566576,58404
振业天峦 ,振业天峦,114.26273,22.682034,35763
菁英趣庭 ,菁英趣庭,113.888708,22.559862,65570
桂芳园六期 ,桂芳园6期,114.14124,22.612081,48026
高发城驰苑 ,高发·城驰苑,114.05739,22.522557,57847
阅山华府 ,阅山华府,114.245792,22.734443,39428
金地鹭湖1号 ,金地·鹭湖1号,114.058725,22.694175,48228
云峰花园 ,云峰花园,114.122969,22.538323,42652
皇御苑一期 ,皇御苑1期,114.076609,22.527364,70064
深航飞行员公寓 ,深航飞行员公寓,113.925889,22.526543,55369
龙园山庄 ,龙园山庄,114.109802,22.587588,36285
皓月花园 ,皓月花园,114.044601,22.617463,49156
新德家园 ,新德家园,113.914473,22.52892,69448
中海康城国际一期 ,温氏生鲜(中海康城店),114.208973,22.709994,41362
桃源盛景园十七区 ,桃源盛景园17区,113.861337,22.616996,45339
万科里城 ,万科里城,114.066067,22.613051,67318
布吉中心广场 ,布吉中心广场,114.117671,22.6,29911
梅林一村十二区 ,梅林一村12区,114.033786,22.566491,61302
南景豪庭 ,南景豪庭,114.140117,22.607848,37015
海韵嘉园 ,海韵嘉园,113.925363,22.485731,89634
满京华喜悦里 ,满京华·喜悦里华庭,114.268814,22.720755,43756
深圳海航城 ,深圳海航城,114.266895,22.724473,36704
东方明珠城 ,东方·明珠城,114.254063,22.718902,33390
玉湖湾 ,玉湖湾,113.848762,22.572542,62316
万象天成 ,万象天成,114.254368,22.723858,34993
锦欣花园 ,锦欣花园,113.857087,22.578703,42470
百花公寓一期 ,百花公寓(百花三路),114.092379,22.553512,107568
万科翰邻城 ,万科翰邻城,114.230986,22.730721,48016
万象天成 ,万象天成,114.254368,22.723858,34993
锦欣花园 ,锦欣花园,113.857087,22.578703,42470
万科清林径 ,万科·清林径,114.230422,22.750325,32783
中海康城国际一期 ,温氏生鲜(中海康城店),114.208973,22.709994,42848
海怡东方花园 ,海怡东方花园,113.95133,22.52622,129489
长城花园 ,长城花园(百花四路),114.090023,22.554404,88149
百花公寓一期 ,百花公寓(百花三路),114.092379,22.553512,107568
万科翰邻城 ,万科翰邻城,114.230986,22.730721,48016
百仕达东郡 ,百仕达东郡(公交站),114.137955,22.568975,70069
盈翠家园 ,盈翠家园,114.139515,22.61149,38247
中海月朗苑 ,中海月朗苑,114.066753,22.615423,48929
长丰苑 ,长丰苑,114.127211,22.541275,45790
