"","MXSPD","Location"
"11359",15.9,"Adelaide"
"11360",17.1,"Adelaide"
"11361",15,"Adelaide"
"11362",15,"Adelaide"
"11363",20,"Adelaide"
"11364",15,"Adelaide"
"11365",18.1,"Adelaide"
"11366",15.9,"Adelaide"
"11367",22,"Adelaide"
"11368",22.9,"Adelaide"
"11369",20,"Adelaide"
"11370",13,"Adelaide"
"11371",9.9,"Adelaide"
"11372",12,"Adelaide"
"11373",15.9,"Adelaide"
"11374",18.1,"Adelaide"
"11375",19,"Adelaide"
"11376",15.9,"Adelaide"
"11377",15,"Adelaide"
"11378",14,"Adelaide"
"11379",15.9,"Adelaide"
"11380",20,"Adelaide"
"11381",15.9,"Adelaide"
"11382",11.1,"Adelaide"
"11383",19,"Adelaide"
"11384",21,"Adelaide"
"11385",20,"Adelaide"
"11386",17.1,"Adelaide"
"11387",12,"Adelaide"
"11388",13,"Adelaide"
"11389",15,"Adelaide"
"11390",13,"Adelaide"
"11391",15.9,"Adelaide"
"11392",21,"Adelaide"
"11393",12,"Adelaide"
"11394",14,"Adelaide"
"11395",15,"Adelaide"
"11396",15.9,"Adelaide"
"11397",18.1,"Adelaide"
"11398",17.1,"Adelaide"
"11399",19,"Adelaide"
"11400",18.1,"Adelaide"
"11401",15,"Adelaide"
"11402",18.1,"Adelaide"
"11403",22.9,"Adelaide"
"11404",15.9,"Adelaide"
"11405",27,"Adelaide"
"11406",18.1,"Adelaide"
"11407",14,"Adelaide"
"11408",11.1,"Adelaide"
"11409",8.9,"Adelaide"
"11410",12,"Adelaide"
"11411",12,"Adelaide"
"11412",17.1,"Adelaide"
"11413",18.1,"Adelaide"
"11414",14,"Adelaide"
"11415",13,"Adelaide"
"11416",20,"Adelaide"
"11417",24.1,"Adelaide"
"11418",18.1,"Adelaide"
"11419",17.1,"Adelaide"
"11420",14,"Adelaide"
"11421",11.1,"Adelaide"
"11422",9.9,"Adelaide"
"11423",8.9,"Adelaide"
"11424",11.1,"Adelaide"
"11425",18.1,"Adelaide"
"11426",12,"Adelaide"
"11427",8.9,"Adelaide"
"11428",13,"Adelaide"
"11429",18.1,"Adelaide"
"11430",17.1,"Adelaide"
"11431",15.9,"Adelaide"
"11432",15,"Adelaide"
"11433",15.9,"Adelaide"
"11434",17.1,"Adelaide"
"11435",24.1,"Adelaide"
"11436",17.1,"Adelaide"
"11437",15,"Adelaide"
"11438",14,"Adelaide"
"11439",8.9,"Adelaide"
"11440",12,"Adelaide"
"11441",14,"Adelaide"
"11442",12,"Adelaide"
"11443",11.1,"Adelaide"
"11444",13,"Adelaide"
"11445",31.1,"Adelaide"
"11446",27,"Adelaide"
"11447",25.1,"Adelaide"
"11448",18.1,"Adelaide"
"11449",18.1,"Adelaide"
"11450",24.1,"Adelaide"
"11451",21,"Adelaide"
"11452",19,"Adelaide"
"11453",25.1,"Adelaide"
"11454",17.1,"Adelaide"
"11455",13,"Adelaide"
"11456",9.9,"Adelaide"
"11457",11.1,"Adelaide"
"11458",13,"Adelaide"
"11459",15.9,"Adelaide"
"11460",18.1,"Adelaide"
"11461",15,"Adelaide"
"11462",12,"Adelaide"
"11463",11.1,"Adelaide"
"11464",8,"Adelaide"
"11465",8.9,"Adelaide"
"11466",8,"Adelaide"
"11467",8.9,"Adelaide"
"11468",12,"Adelaide"
"11469",15.9,"Adelaide"
"11470",8,"Adelaide"
"11471",15.9,"Adelaide"
"11472",19,"Adelaide"
"11473",8.9,"Adelaide"
"11474",9.9,"Adelaide"
"11475",17.1,"Adelaide"
"11476",22.9,"Adelaide"
"11477",8.9,"Adelaide"
"11478",15,"Adelaide"
"11479",15.9,"Adelaide"
"11480",15.9,"Adelaide"
"11481",14,"Adelaide"
"11482",15,"Adelaide"
"11483",8.9,"Adelaide"
"11484",14,"Adelaide"
"11485",12,"Adelaide"
"11486",11.1,"Adelaide"
"11487",7,"Adelaide"
"11488",8.9,"Adelaide"
"11489",9.9,"Adelaide"
"11490",14,"Adelaide"
"11491",8.9,"Adelaide"
"11492",11.1,"Adelaide"
"11493",15.9,"Adelaide"
"11494",21,"Adelaide"
"11495",17.1,"Adelaide"
"11496",17.1,"Adelaide"
"11497",11.1,"Adelaide"
"11498",11.1,"Adelaide"
"11499",8,"Adelaide"
"11500",8.9,"Adelaide"
"11501",7,"Adelaide"
"11502",7,"Adelaide"
"11503",8.9,"Adelaide"
"11504",11.1,"Adelaide"
"11505",8.9,"Adelaide"
"11506",8.9,"Adelaide"
"11507",14,"Adelaide"
"11508",15,"Adelaide"
"11509",12,"Adelaide"
"11510",11.1,"Adelaide"
"11511",13,"Adelaide"
"11512",22,"Adelaide"
"11513",28.9,"Adelaide"
"11514",21,"Adelaide"
"11515",17.1,"Adelaide"
"11516",22,"Adelaide"
"11517",18.1,"Adelaide"
"11518",12,"Adelaide"
"11519",14,"Adelaide"
"11520",9.9,"Adelaide"
"11521",11.1,"Adelaide"
"11522",15.9,"Adelaide"
"11523",19,"Adelaide"
"11524",13,"Adelaide"
"11525",15,"Adelaide"
"11526",21,"Adelaide"
"11527",24.1,"Adelaide"
"11528",20,"Adelaide"
"11529",11.1,"Adelaide"
"11530",12,"Adelaide"
"11531",17.1,"Adelaide"
"11532",22.9,"Adelaide"
"11533",15,"Adelaide"
"11534",15.9,"Adelaide"
"11535",22.9,"Adelaide"
"11536",15.9,"Adelaide"
"11537",17.1,"Adelaide"
"11538",19,"Adelaide"
"11539",13,"Adelaide"
"11540",8,"Adelaide"
"11541",14,"Adelaide"
"11542",20,"Adelaide"
"11543",18.1,"Adelaide"
"11544",26,"Adelaide"
"11545",25.1,"Adelaide"
"11546",12,"Adelaide"
"11547",11.1,"Adelaide"
"11548",8.9,"Adelaide"
"11549",9.9,"Adelaide"
"11550",15,"Adelaide"
"11551",14,"Adelaide"
"11552",19,"Adelaide"
"11553",22.9,"Adelaide"
"11554",18.1,"Adelaide"
"11555",13,"Adelaide"
"11556",18.1,"Adelaide"
"11557",22,"Adelaide"
"11558",15,"Adelaide"
"11559",15,"Adelaide"
"11560",13,"Adelaide"
"11561",11.1,"Adelaide"
"11562",11.1,"Adelaide"
"11563",11.1,"Adelaide"
"11564",9.9,"Adelaide"
"11565",18.1,"Adelaide"
"11566",17.1,"Adelaide"
"11567",18.1,"Adelaide"
"11568",9.9,"Adelaide"
"11569",15,"Adelaide"
"11570",25.1,"Adelaide"
"11571",15.9,"Adelaide"
"11572",13,"Adelaide"
"11573",13,"Adelaide"
"11574",14,"Adelaide"
"11575",20,"Adelaide"
"11576",18.1,"Adelaide"
"11577",19,"Adelaide"
"11578",18.1,"Adelaide"
"11579",12,"Adelaide"
"11580",14,"Adelaide"
"11581",15.9,"Adelaide"
"11582",12,"Adelaide"
"11583",12,"Adelaide"
"11584",21,"Adelaide"
"11585",17.1,"Adelaide"
"11586",15,"Adelaide"
"11587",15,"Adelaide"
"11588",13,"Adelaide"
"11589",14,"Adelaide"
"11590",13,"Adelaide"
"11591",8.9,"Adelaide"
"11592",18.1,"Adelaide"
"11593",18.1,"Adelaide"
"11594",13,"Adelaide"
"11595",12,"Adelaide"
"11596",14,"Adelaide"
"11597",24.1,"Adelaide"
"11598",15,"Adelaide"
"11599",24.1,"Adelaide"
"11600",22,"Adelaide"
"11601",17.1,"Adelaide"
"11602",13,"Adelaide"
"11603",19,"Adelaide"
"11604",14,"Adelaide"
"11605",15,"Adelaide"
"11606",17.1,"Adelaide"
"11607",18.1,"Adelaide"
"11608",15,"Adelaide"
"11609",19,"Adelaide"
"11610",11.1,"Adelaide"
"11611",14,"Adelaide"
"11612",17.1,"Adelaide"
"11613",17.1,"Adelaide"
"11614",20,"Adelaide"
"11615",19,"Adelaide"
"11616",15,"Adelaide"
"11617",14,"Adelaide"
"11618",19,"Adelaide"
"11619",17.1,"Adelaide"
"11620",17.1,"Adelaide"
"11621",14,"Adelaide"
"11622",14,"Adelaide"
"11623",18.1,"Adelaide"
"11624",9.9,"Adelaide"
"11625",11.1,"Adelaide"
"11626",15,"Adelaide"
"11627",13,"Adelaide"
"11628",20,"Adelaide"
"11629",15,"Adelaide"
"11630",15,"Adelaide"
"11631",15,"Adelaide"
"11632",11.1,"Adelaide"
"11633",9.9,"Adelaide"
"11634",20,"Adelaide"
"11635",19,"Adelaide"
"11636",11.1,"Adelaide"
"11637",22.9,"Adelaide"
"11638",20,"Adelaide"
"11639",19,"Adelaide"
"11640",14,"Adelaide"
"11641",11.1,"Adelaide"
"11642",15,"Adelaide"
"11643",18.1,"Adelaide"
"11644",19,"Adelaide"
"11645",19,"Adelaide"
"11646",22,"Adelaide"
"11647",17.1,"Adelaide"
"11648",15.9,"Adelaide"
"11649",21,"Adelaide"
"11650",28,"Adelaide"
"11651",21,"Adelaide"
"11652",15.9,"Adelaide"
"11653",14,"Adelaide"
"11654",19,"Adelaide"
"11655",22,"Adelaide"
"11656",24.1,"Adelaide"
"11657",17.1,"Adelaide"
"11658",14,"Adelaide"
"11659",14,"Adelaide"
"11660",15,"Adelaide"
"11661",22.9,"Adelaide"
"11662",17.1,"Adelaide"
"11663",19,"Adelaide"
"11664",13,"Adelaide"
"11665",19,"Adelaide"
"11666",19,"Adelaide"
"11667",15.9,"Adelaide"
"11668",12,"Adelaide"
"11669",15.9,"Adelaide"
"11670",17.1,"Adelaide"
"11671",15,"Adelaide"
"11672",15,"Adelaide"
"11673",19,"Adelaide"
"11674",22,"Adelaide"
"11675",18.1,"Adelaide"
"11676",15,"Adelaide"
"11677",17.1,"Adelaide"
"11678",15.9,"Adelaide"
"11679",15,"Adelaide"
"11680",22.9,"Adelaide"
"11681",21,"Adelaide"
"11682",20,"Adelaide"
"11683",21,"Adelaide"
"11684",15.9,"Adelaide"
"11685",12,"Adelaide"
"11686",14,"Adelaide"
"11687",20,"Adelaide"
"11688",17.1,"Adelaide"
"11689",22.9,"Adelaide"
"11690",17.1,"Adelaide"
"11691",15,"Adelaide"
"11692",19,"Adelaide"
"11693",20,"Adelaide"
"11694",18.1,"Adelaide"
"11695",11.1,"Adelaide"
"11696",15,"Adelaide"
"11697",15.9,"Adelaide"
"11698",17.1,"Adelaide"
"11699",21,"Adelaide"
"11700",19,"Adelaide"
"11701",17.1,"Adelaide"
"11702",17.1,"Adelaide"
"11703",12,"Adelaide"
"11704",15,"Adelaide"
"11705",19,"Adelaide"
"11706",14,"Adelaide"
"11707",27,"Adelaide"
"11708",28.9,"Adelaide"
"11709",18.1,"Adelaide"
"11710",20,"Adelaide"
"11711",19,"Adelaide"
"11712",17.1,"Adelaide"
"11713",19,"Adelaide"
"11714",26,"Adelaide"
"11715",28,"Adelaide"
"11716",19,"Adelaide"
"11717",15,"Adelaide"
"11718",22.9,"Adelaide"
"11719",22,"Adelaide"
"11720",18.1,"Adelaide"
"11721",18.1,"Adelaide"
"11722",19,"Adelaide"
"11723",15.9,"Adelaide"
"11724",18.1,"Adelaide"
"11725",18.1,"Adelaide"
"11726",17.1,"Adelaide"
"11727",15,"Adelaide"
"11728",15.9,"Adelaide"
"11729",13,"Adelaide"
"11730",15,"Adelaide"
"11731",15,"Adelaide"
"11732",17.1,"Adelaide"
"11733",17.1,"Adelaide"
"11734",21,"Adelaide"
"11735",15.9,"Adelaide"
"11736",18.1,"Adelaide"
"11737",15,"Adelaide"
"11738",14,"Adelaide"
"11739",9.9,"Adelaide"
"11740",17.1,"Adelaide"
"11741",13,"Adelaide"
"11742",15.9,"Adelaide"
"11743",17.1,"Adelaide"
"11744",17.1,"Adelaide"
"11745",19,"Adelaide"
"11746",14,"Adelaide"
"11747",15,"Adelaide"
"11748",17.1,"Adelaide"
"11749",17.1,"Adelaide"
"11750",13,"Adelaide"
"11751",18.1,"Adelaide"
"11752",22,"Adelaide"
"11753",15.9,"Adelaide"
"11754",15,"Adelaide"
"11755",8.9,"Adelaide"
"11756",9.9,"Adelaide"
"11757",14,"Adelaide"
"11758",13,"Adelaide"
"11759",14,"Adelaide"
"11760",17.1,"Adelaide"
"11761",14,"Adelaide"
"11762",13,"Adelaide"
"11763",28,"Adelaide"
"11764",20,"Adelaide"
"11765",13,"Adelaide"
"11766",17.1,"Adelaide"
"11767",12,"Adelaide"
"11768",14,"Adelaide"
"11769",13,"Adelaide"
"11770",14,"Adelaide"
"11771",20,"Adelaide"
"11772",12,"Adelaide"
"11773",15,"Adelaide"
"11774",15.9,"Adelaide"
"11775",14,"Adelaide"
"11776",9.9,"Adelaide"
"11777",13,"Adelaide"
"11778",21,"Adelaide"
"11779",17.1,"Adelaide"
"11780",15,"Adelaide"
"11781",12,"Adelaide"
"11782",15,"Adelaide"
"11783",15.9,"Adelaide"
"11784",11.1,"Adelaide"
"11785",8.9,"Adelaide"
"11786",8.9,"Adelaide"
"11787",14,"Adelaide"
"11788",17.1,"Adelaide"
"11789",19,"Adelaide"
"11790",11.1,"Adelaide"
"11791",7,"Adelaide"
"11792",13,"Adelaide"
"11793",15.9,"Adelaide"
"11794",13,"Adelaide"
"11795",11.1,"Adelaide"
"11796",13,"Adelaide"
"11797",15,"Adelaide"
"11798",15.9,"Adelaide"
"11799",15.9,"Adelaide"
"11800",14,"Adelaide"
"11801",11.1,"Adelaide"
"11802",13,"Adelaide"
"11803",17.1,"Adelaide"
"11804",20,"Adelaide"
"11805",18.1,"Adelaide"
"11806",14,"Adelaide"
"11807",28,"Adelaide"
"11808",19,"Adelaide"
"11809",25.1,"Adelaide"
"11810",31.1,"Adelaide"
"11811",14,"Adelaide"
"11812",20,"Adelaide"
"11813",11.1,"Adelaide"
"11814",22,"Adelaide"
"11815",22,"Adelaide"
"11816",33,"Adelaide"
"11817",20,"Adelaide"
"11818",19,"Adelaide"
"11819",15.9,"Adelaide"
"11820",14,"Adelaide"
"11821",20,"Adelaide"
"11822",12,"Adelaide"
"11823",19,"Adelaide"
"11824",12,"Adelaide"
"11825",15,"Adelaide"
"11826",15,"Adelaide"
"11827",13,"Adelaide"
"11828",19,"Adelaide"
"11829",29.9,"Adelaide"
"11830",14,"Adelaide"
"11831",12,"Adelaide"
"11832",18.1,"Adelaide"
"11833",21,"Adelaide"
"11834",28.9,"Adelaide"
"11835",13,"Adelaide"
"11836",14,"Adelaide"
"11837",17.1,"Adelaide"
"11838",9.9,"Adelaide"
"11839",8.9,"Adelaide"
"11840",19,"Adelaide"
"11841",8.9,"Adelaide"
"11842",14,"Adelaide"
"11843",22,"Adelaide"
"11844",19,"Adelaide"
"11845",18.1,"Adelaide"
"11846",26,"Adelaide"
"11847",22,"Adelaide"
"11848",18.1,"Adelaide"
"11849",13,"Adelaide"
"11850",12,"Adelaide"
"11851",14,"Adelaide"
"11852",8.9,"Adelaide"
"11853",17.1,"Adelaide"
"11854",13,"Adelaide"
"11855",13,"Adelaide"
"11856",15,"Adelaide"
"11857",11.1,"Adelaide"
"11858",17.1,"Adelaide"
"11859",21,"Adelaide"
"11860",21,"Adelaide"
"11861",35.9,"Adelaide"
"11862",22.9,"Adelaide"
"11863",14,"Adelaide"
"11864",18.1,"Adelaide"
"11865",9.9,"Adelaide"
"11866",14,"Adelaide"
"11867",22.9,"Adelaide"
"11868",26,"Adelaide"
"11869",15,"Adelaide"
"11870",13,"Adelaide"
"11871",15,"Adelaide"
"11872",32.1,"Adelaide"
"11873",18.1,"Adelaide"
"11874",14,"Adelaide"
"11875",9.9,"Adelaide"
"11876",9.9,"Adelaide"
"11877",22.9,"Adelaide"
"11878",22,"Adelaide"
"11879",35.9,"Adelaide"
"11880",35,"Adelaide"
"11881",17.1,"Adelaide"
"11882",14,"Adelaide"
"11883",9.9,"Adelaide"
"11884",8.9,"Adelaide"
"11885",14,"Adelaide"
"11886",15,"Adelaide"
"11887",9.9,"Adelaide"
"11888",11.1,"Adelaide"
"11889",18.1,"Adelaide"
"11890",32.1,"Adelaide"
"11891",18.1,"Adelaide"
"11892",31.1,"Adelaide"
"11893",22.9,"Adelaide"
"11894",25.1,"Adelaide"
"11895",15.9,"Adelaide"
"11896",12,"Adelaide"
"11897",15,"Adelaide"
"11898",19,"Adelaide"
"11899",13,"Adelaide"
"11900",17.1,"Adelaide"
"11901",17.1,"Adelaide"
"11902",14,"Adelaide"
"11903",8.9,"Adelaide"
"11904",12,"Adelaide"
"11905",13,"Adelaide"
"11906",15.9,"Adelaide"
"11907",17.1,"Adelaide"
"11908",31.1,"Adelaide"
"11909",22,"Adelaide"
"11910",13,"Adelaide"
"11911",21,"Adelaide"
"11912",11.1,"Adelaide"
"11913",11.1,"Adelaide"
"11914",15,"Adelaide"
"11915",20,"Adelaide"
"11916",22,"Adelaide"
"11917",25.1,"Adelaide"
"11918",22.9,"Adelaide"
"11919",14,"Adelaide"
"11920",15,"Adelaide"
"11921",9.9,"Adelaide"
"11922",9.9,"Adelaide"
"11923",12,"Adelaide"
"11924",14,"Adelaide"
"11925",9.9,"Adelaide"
"11926",18.1,"Adelaide"
"11927",19,"Adelaide"
"11928",22,"Adelaide"
"11929",19,"Adelaide"
"11930",14,"Adelaide"
"11931",12,"Adelaide"
"11932",17.1,"Adelaide"
"11933",22,"Adelaide"
"11934",12,"Adelaide"
"11935",11.1,"Adelaide"
"11936",13,"Adelaide"
"11937",22.9,"Adelaide"
"11938",15.9,"Adelaide"
"11939",18.1,"Adelaide"
"11940",8.9,"Adelaide"
"11941",8.9,"Adelaide"
"11942",13,"Adelaide"
"11943",31.1,"Adelaide"
"11944",36.9,"Adelaide"
"11945",13,"Adelaide"
"11946",18.1,"Adelaide"
"11947",17.1,"Adelaide"
"11948",17.1,"Adelaide"
"11949",15,"Adelaide"
"11950",18.1,"Adelaide"
"11951",18.1,"Adelaide"
"11952",17.1,"Adelaide"
"11953",17.1,"Adelaide"
"11954",17.1,"Adelaide"
"11955",14,"Adelaide"
"11956",19,"Adelaide"
"11957",18.1,"Adelaide"
"11958",28,"Adelaide"
"11959",33,"Adelaide"
"11960",24.1,"Adelaide"
"11961",22,"Adelaide"
"11962",26,"Adelaide"
"11963",27,"Adelaide"
"11964",27,"Adelaide"
"11965",17.1,"Adelaide"
"11966",21,"Adelaide"
"11967",15,"Adelaide"
"11968",22.9,"Adelaide"
"11969",25.1,"Adelaide"
"11970",22.9,"Adelaide"
"11971",15,"Adelaide"
"11972",13,"Adelaide"
"11973",13,"Adelaide"
"11974",22,"Adelaide"
"11975",24.1,"Adelaide"
"11976",20,"Adelaide"
"11977",19,"Adelaide"
"11978",27,"Adelaide"
"11979",17.1,"Adelaide"
"11980",29.9,"Adelaide"
"11981",20,"Adelaide"
"11982",15.9,"Adelaide"
"11983",17.1,"Adelaide"
"11984",18.1,"Adelaide"
"11985",19,"Adelaide"
"11986",17.1,"Adelaide"
"11987",17.1,"Adelaide"
"11988",14,"Adelaide"
"11989",22.9,"Adelaide"
"11990",26,"Adelaide"
"11991",15.9,"Adelaide"
"11992",17.1,"Adelaide"
"11993",11.1,"Adelaide"
"11994",12,"Adelaide"
"11995",21,"Adelaide"
"11996",15,"Adelaide"
"11997",28.9,"Adelaide"
"11998",20,"Adelaide"
"11999",17.1,"Adelaide"
"12000",15.9,"Adelaide"
"12001",13,"Adelaide"
"12002",22,"Adelaide"
"12003",24.1,"Adelaide"
"12004",22.9,"Adelaide"
"12005",15.9,"Adelaide"
"12006",13,"Adelaide"
"12007",19,"Adelaide"
"12008",21,"Adelaide"
"12009",17.1,"Adelaide"
"12010",15,"Adelaide"
"12011",17.1,"Adelaide"
"12012",18.1,"Adelaide"
"12013",14,"Adelaide"
"12014",22,"Adelaide"
"12015",20,"Adelaide"
"12016",19,"Adelaide"
"12017",17.1,"Adelaide"
"12018",12,"Adelaide"
"12019",15,"Adelaide"
"12020",15,"Adelaide"
"12021",22,"Adelaide"
"12022",13,"Adelaide"
"12023",18.1,"Adelaide"
"12024",25.1,"Adelaide"
"12025",15.9,"Adelaide"
"12026",17.1,"Adelaide"
"12027",13,"Adelaide"
"12028",31.1,"Adelaide"
"12029",27,"Adelaide"
"12030",19,"Adelaide"
"12031",13,"Adelaide"
"12032",12,"Adelaide"
"12033",17.1,"Adelaide"
"12034",22.9,"Adelaide"
"12035",19,"Adelaide"
"12036",15.9,"Adelaide"
"12037",17.1,"Adelaide"
"12038",21,"Adelaide"
"12039",15,"Adelaide"
"12040",21,"Adelaide"
"12041",15,"Adelaide"
"12042",20,"Adelaide"
"12043",15,"Adelaide"
"12044",17.1,"Adelaide"
"12045",14,"Adelaide"
"12046",18.1,"Adelaide"
"12047",17.1,"Adelaide"
"12048",32.1,"Adelaide"
"12049",15.9,"Adelaide"
"12050",17.1,"Adelaide"
"12051",15.9,"Adelaide"
"12052",13,"Adelaide"
"12053",8.9,"Brisbane"
"12054",11.1,"Brisbane"
"12055",8.9,"Brisbane"
"12056",8,"Brisbane"
"12057",8,"Brisbane"
"12058",8.9,"Brisbane"
"12059",12,"Brisbane"
"12060",9.9,"Brisbane"
"12061",7,"Brisbane"
"12062",8,"Brisbane"
"12063",8.9,"Brisbane"
"12064",7,"Brisbane"
"12065",8,"Brisbane"
"12066",8,"Brisbane"
"12067",8.9,"Brisbane"
"12068",8.9,"Brisbane"
"12069",8,"Brisbane"
"12070",8.9,"Brisbane"
"12071",7,"Brisbane"
"12072",8,"Brisbane"
"12073",11.1,"Brisbane"
"12074",8,"Brisbane"
"12075",7,"Brisbane"
"12076",8,"Brisbane"
"12077",11.1,"Brisbane"
"12078",8.9,"Brisbane"
"12079",8.9,"Brisbane"
"12080",9.9,"Brisbane"
"12081",8.9,"Brisbane"
"12082",8.9,"Brisbane"
"12083",9.9,"Brisbane"
"12084",8.9,"Brisbane"
"12085",9.9,"Brisbane"
"12086",8.9,"Brisbane"
"12087",11.1,"Brisbane"
"12088",9.9,"Brisbane"
"12089",7,"Brisbane"
"12090",11.1,"Brisbane"
"12091",9.9,"Brisbane"
"12092",7,"Brisbane"
"12093",12,"Brisbane"
"12094",7,"Brisbane"
"12095",6,"Brisbane"
"12096",6,"Brisbane"
"12097",7,"Brisbane"
"12098",7,"Brisbane"
"12099",7,"Brisbane"
"12100",7,"Brisbane"
"12101",7,"Brisbane"
"12102",8.9,"Brisbane"
"12103",8,"Brisbane"
"12104",9.9,"Brisbane"
"12105",11.1,"Brisbane"
"12106",11.1,"Brisbane"
"12107",9.9,"Brisbane"
"12108",8,"Brisbane"
"12109",7,"Brisbane"
"12110",8.9,"Brisbane"
"12111",9.9,"Brisbane"
"12112",9.9,"Brisbane"
"12113",9.9,"Brisbane"
"12114",9.9,"Brisbane"
"12115",11.1,"Brisbane"
"12116",11.1,"Brisbane"
"12117",5.1,"Brisbane"
"12118",8,"Brisbane"
"12119",9.9,"Brisbane"
"12120",8,"Brisbane"
"12121",7,"Brisbane"
"12122",7,"Brisbane"
"12123",8.9,"Brisbane"
"12124",8,"Brisbane"
"12125",7,"Brisbane"
"12126",7,"Brisbane"
"12127",8,"Brisbane"
"12128",6,"Brisbane"
"12129",8,"Brisbane"
"12130",8.9,"Brisbane"
"12131",11.1,"Brisbane"
"12132",11.1,"Brisbane"
"12133",9.9,"Brisbane"
"12134",12,"Brisbane"
"12135",11.1,"Brisbane"
"12136",8,"Brisbane"
"12137",8,"Brisbane"
"12138",8,"Brisbane"
"12139",6,"Brisbane"
"12140",6,"Brisbane"
"12141",6,"Brisbane"
"12142",4.1,"Brisbane"
"12143",9.9,"Brisbane"
"12144",8,"Brisbane"
"12145",7,"Brisbane"
"12146",7,"Brisbane"
"12147",5.1,"Brisbane"
"12148",8,"Brisbane"
"12149",7,"Brisbane"
"12150",4.1,"Brisbane"
"12151",4.1,"Brisbane"
"12152",8,"Brisbane"
"12153",6,"Brisbane"
"12154",6,"Brisbane"
"12155",7,"Brisbane"
"12156",7,"Brisbane"
"12157",8,"Brisbane"
"12158",8.9,"Brisbane"
"12159",8,"Brisbane"
"12160",4.1,"Brisbane"
"12161",7,"Brisbane"
"12162",8,"Brisbane"
"12163",6,"Brisbane"
"12164",8.9,"Brisbane"
"12165",7,"Brisbane"
"12166",8,"Brisbane"
"12167",8.9,"Brisbane"
"12168",6,"Brisbane"
"12169",7,"Brisbane"
"12170",6,"Brisbane"
"12171",6,"Brisbane"
"12172",7,"Brisbane"
"12173",8,"Brisbane"
"12174",8.9,"Brisbane"
"12175",5.1,"Brisbane"
"12176",6,"Brisbane"
"12177",6,"Brisbane"
"12178",5.1,"Brisbane"
"12179",7,"Brisbane"
"12180",7,"Brisbane"
"12181",6,"Brisbane"
"12182",8,"Brisbane"
"12183",8,"Brisbane"
"12184",8,"Brisbane"
"12185",5.1,"Brisbane"
"12186",6,"Brisbane"
"12187",12,"Brisbane"
"12188",8,"Brisbane"
"12189",8.9,"Brisbane"
"12190",8,"Brisbane"
"12191",6,"Brisbane"
"12192",7,"Brisbane"
"12193",7,"Brisbane"
"12194",6,"Brisbane"
"12195",7,"Brisbane"
"12196",8.9,"Brisbane"
"12197",5.1,"Brisbane"
"12198",5.1,"Brisbane"
"12199",6,"Brisbane"
"12200",5.1,"Brisbane"
"12201",5.1,"Brisbane"
"12202",6,"Brisbane"
"12203",5.1,"Brisbane"
"12204",6,"Brisbane"
"12205",8,"Brisbane"
"12206",13,"Brisbane"
"12207",4.1,"Brisbane"
"12208",6,"Brisbane"
"12209",7,"Brisbane"
"12210",5.1,"Brisbane"
"12211",5.1,"Brisbane"
"12212",8,"Brisbane"
"12213",7,"Brisbane"
"12214",11.1,"Brisbane"
"12215",6,"Brisbane"
"12216",6,"Brisbane"
"12217",8,"Brisbane"
"12218",5.1,"Brisbane"
"12219",6,"Brisbane"
"12220",7,"Brisbane"
"12221",7,"Brisbane"
"12222",7,"Brisbane"
"12223",8,"Brisbane"
"12224",7,"Brisbane"
"12225",8,"Brisbane"
"12226",8,"Brisbane"
"12227",5.1,"Brisbane"
"12228",7,"Brisbane"
"12229",7,"Brisbane"
"12230",5.1,"Brisbane"
"12231",7,"Brisbane"
"12232",5.1,"Brisbane"
"12233",6,"Brisbane"
"12234",8.9,"Brisbane"
"12235",5.1,"Brisbane"
"12236",6,"Brisbane"
"12237",7,"Brisbane"
"12238",6,"Brisbane"
"12239",5.1,"Brisbane"
"12240",6,"Brisbane"
"12241",6,"Brisbane"
"12242",5.1,"Brisbane"
"12243",4.1,"Brisbane"
"12244",5.1,"Brisbane"
"12245",6,"Brisbane"
"12246",7,"Brisbane"
"12247",8,"Brisbane"
"12248",6,"Brisbane"
"12249",11.1,"Brisbane"
"12250",8.9,"Brisbane"
"12251",7,"Brisbane"
"12252",8.9,"Brisbane"
"12253",8,"Brisbane"
"12254",7,"Brisbane"
"12255",8,"Brisbane"
"12256",8,"Brisbane"
"12257",7,"Brisbane"
"12258",7,"Brisbane"
"12259",5.1,"Brisbane"
"12260",5.1,"Brisbane"
"12261",5.1,"Brisbane"
"12262",13,"Brisbane"
"12263",5.1,"Brisbane"
"12264",9.9,"Brisbane"
"12265",6,"Brisbane"
"12266",5.1,"Brisbane"
"12267",6,"Brisbane"
"12268",9.9,"Brisbane"
"12269",11.1,"Brisbane"
"12270",7,"Brisbane"
"12271",8.9,"Brisbane"
"12272",8.9,"Brisbane"
"12273",8,"Brisbane"
"12274",7,"Brisbane"
"12275",6,"Brisbane"
"12276",7,"Brisbane"
"12277",6,"Brisbane"
"12278",6,"Brisbane"
"12279",5.1,"Brisbane"
"12280",8.9,"Brisbane"
"12281",8,"Brisbane"
"12282",5.1,"Brisbane"
"12283",6,"Brisbane"
"12284",8,"Brisbane"
"12285",6,"Brisbane"
"12286",6,"Brisbane"
"12287",9.9,"Brisbane"
"12288",8,"Brisbane"
"12289",8,"Brisbane"
"12290",8,"Brisbane"
"12291",8,"Brisbane"
"12292",7,"Brisbane"
"12293",6,"Brisbane"
"12294",6,"Brisbane"
"12295",9.9,"Brisbane"
"12296",8.9,"Brisbane"
