value,lat,long,country
1281,50.49279905,118.3195031,JAY
1283,45.6711355,120.7657677,JAY
1284,52.13213777,117.7395122,JAY
1285,52.6714288,119.4646578,JAY
1286,49.39975097,117.6294516,JAY
1287,46.16029184,120.722505,JAY
1288,52.52350437,115.8962587,JAY
1289,48.97560077,118.5958849,JAY
1290,49.83806484,117.8030676,JAY
1292,53.3146817,119.8802872,JAY
1293,49.28751554,120.5905976,JAY
1294,51.4115582,120.0516931,JAY
1295,46.38205432,115.1227527,JAY
1296,46.86374528,119.0072808,JAY
1297,53.0385188,115.5248459,JAY
1298,47.75124873,118.3698515,JAY
1300,45.72907995,116.5631562,JAY
1302,49.70729733,118.1745587,JAY
1303,51.7876378,119.3546809,JAY
1304,52.02577777,117.5014515,JAY
1306,45.98042106,116.4992373,JAY
1307,49.86761,119.374663,JAY
1309,44.92163482,117.9147969,JAY
1310,52.1057563,119.0391131,JAY
1311,47.18541519,116.0287886,JAY
1313,48.73406624,118.0239307,JAY
1314,45.57531685,118.9435289,JAY
1315,48.24488966,116.7140261,JAY
1316,51.96274725,116.1257621,JAY
1317,47.4482801,117.0664485,JAY
1318,47.41609263,120.3612802,JAY
1319,51.73298956,116.5031756,JAY
1320,53.06115886,119.6701427,JAY
1323,50.82976519,116.9815596,JAY
1325,46.7894403,117.0594798,JAY
1326,51.74823174,118.9609623,JAY
1327,49.97083537,120.4884506,JAY
1328,49.00744767,120.0328126,JAY
1329,51.72331672,119.9457456,JAY
1330,49.42870037,116.1978753,JAY
1331,53.80834221,119.4603599,JAY
1332,51.77128579,116.552428,JAY
1334,50.31790358,117.5549572,JAY
1335,51.88112576,119.1788764,JAY
1337,52.1122935,117.6591829,JAY
1338,51.24751199,117.7925343,JAY
1339,44.0896473,119.4068433,JAY
1340,49.79737371,119.0824848,JAY
1341,51.12285373,119.8570216,JAY
1342,54.03279449,119.7765742,JAY
1343,44.06488798,115.3654057,JAY
1345,47.59979894,118.751085,JAY
1346,46.03927261,118.7917856,JAY
1347,48.15801959,121.4025428,JAY
1348,50.52525394,117.3984767,JAY
1349,47.05494884,116.858796,JAY
1350,49.69392602,119.4849045,JAY
1351,46.53259015,118.1164482,JAY
1352,48.27002473,118.0559096,JAY
1353,48.9056999,115.2407799,JAY
1354,47.41635299,119.2573534,JAY
1355,47.29443679,117.5547254,JAY
1356,50.18932975,117.3767033,JAY
1357,50.48158804,118.7002793,JAY
1358,52.49278552,119.0749312,JAY
1360,51.45710195,115.2959501,JAY
1361,50.40997853,118.5516795,JAY
1362,49.95314122,117.5160448,JAY
1363,48.51880429,118.5853202,JAY
1364,47.19042748,119.4291221,JAY
1365,48.67904875,120.4582807,JAY
1366,48.64450391,114.300283,JAY
1367,50.81731709,117.6814631,JAY
1368,49.71720738,119.2442799,JAY
1369,48.77908201,120.4617615,JAY
1370,45.8127676,116.2834556,JAY
1371,46.96386498,117.643908,JAY
1372,50.75908001,118.2060653,JAY
1373,49.33076266,116.9631452,JAY
1376,47.4455301,117.6413533,JAY
1378,50.23796464,119.155515,JAY
1379,49.26577576,117.7966254,JAY
1380,46.66348413,118.3129344,JAY
1381,45.11430435,116.3600153,JAY
1382,46.41893309,118.5677999,JAY
1383,48.52298457,118.8532205,JAY
1384,52.58454783,119.9966265,JAY
1385,52.71348197,119.7831059,JAY
1386,45.10572781,115.8561867,JAY
1387,49.87787474,120.6596437,JAY
1388,46.62407284,118.9876327,JAY
1389,46.42504755,118.1940163,JAY
1390,51.95422456,119.9093158,JAY
1391,48.03173094,117.4358287,JAY
1392,50.32759237,116.8063696,JAY
1393,48.90181613,117.833741,JAY
1394,48.15028738,116.3646675,JAY
1395,52.14627172,117.1295402,JAY
1396,50.09798391,118.3168263,JAY
1397,42.92349542,118.4526669,JAY
1399,45.69534988,120.6738484,JAY
1400,48.71494256,119.6366274,JAY
1401,49.31199782,114.5225868,JAY
1402,51.81481543,118.9960896,JAY
1404,45.46046502,118.2708205,JAY
1406,49.20946509,116.6442857,JAY
1407,49.64488926,117.1539951,JAY
1408,48.62123227,120.3108389,JAY
1409,49.02406456,119.1765789,JAY
1410,46.656683,118.1295434,JAY
1411,51.16082451,117.9065103,JAY
1412,48.80004628,119.6992198,JAY
1413,49.25850455,118.3169068,JAY
1414,51.85485184,117.6128735,JAY
1415,50.38928692,115.6097419,JAY
1416,50.82929796,117.5428967,JAY
1417,49.62100619,120.4428724,JAY
1418,48.96984277,118.2153151,JAY
1419,50.84719475,118.3341725,JAY
1420,47.26506669,119.4495781,JAY
1421,54.22694842,119.4299439,JAY
1422,45.74913416,119.1824759,JAY
1423,49.04647426,116.513599,JAY
1424,48.18904818,116.5010872,JAY
1427,49.17504167,120.5656835,JAY
1428,53.64362386,121.0999185,JAY
1429,50.75916617,118.0190371,JAY
1430,45.56752525,118.7061212,JAY
1432,48.48974408,118.1015411,JAY
1434,44.36710208,115.8664253,JAY
1435,47.43112249,119.6406502,JAY
1437,49.36138555,119.5897508,JAY
1438,49.70196954,118.0208911,JAY
1439,47.13970189,117.6439573,JAY
1440,53.30391636,119.4151026,JAY
1441,51.63201546,120.4026053,JAY
1442,49.27992674,117.4063711,JAY
1444,48.41688476,117.3762359,JAY
1445,48.04053832,118.2745984,JAY
1446,49.21449622,117.8128777,JAY
1447,51.27209143,119.0230485,JAY
1448,47.82571098,115.9067607,JAY
1449,47.64390119,117.9941273,JAY
1450,48.39978586,116.9510314,JAY
1451,50.41989696,117.0426767,JAY
1454,46.54312026,119.0675224,JAY
1455,50.34502682,118.9335357,JAY
1456,50.52834693,119.38087,JAY
1457,45.82898693,117.8055552,JAY
1458,48.10470515,115.7013213,JAY
1459,46.99382849,119.0813963,JAY
1461,51.65864114,118.3685252,JAY
1462,48.83704525,120.0059354,JAY
1463,48.78022221,120.3966157,JAY
1464,48.87097352,117.3505825,JAY
1465,51.5585826,118.5731177,JAY
1466,48.57166085,120.4557006,JAY
1468,45.26863003,120.074793,JAY
1469,47.47777792,121.3120264,JAY
1470,53.62955052,119.4730837,JAY
1471,45.69086969,114.8652952,JAY
1472,53.60872005,120.1318245,JAY
1473,48.11934244,116.6827403,JAY
1474,47.52479572,120.1876614,JAY
1475,46.94124863,117.7109034,JAY
1476,48.42154825,116.3891881,JAY
1477,50.2131874,118.5350744,JAY
1479,51.88085316,119.6769919,JAY
1480,44.88789394,116.8237701,JAY
1481,48.3633054,119.9355743,JAY
1482,48.91684803,119.9337959,JAY
1484,49.91768816,116.8987554,JAY
1485,51.82071216,118.7217796,JAY
1486,48.26085372,117.7197398,JAY
1487,51.00351299,120.675383,JAY
1488,51.46027913,118.7344943,JAY
1490,50.33265493,121.008585,JAY
1493,46.06840111,117.7327568,JAY
1494,49.27683768,115.8186574,JAY
1495,50.29436866,121.1904862,JAY
1496,49.26254383,119.0542328,JAY
1497,47.06482214,116.9915127,JAY
1498,48.47511654,120.6100493,JAY
1499,50.67719629,120.4467169,JAY
1500,50.0012982,117.351534,JAY
1501,51.01186342,119.190357,JAY
1502,50.83046009,118.9969903,JAY
1503,51.70136134,117.3569017,JAY
1504,48.80018741,117.2996177,JAY
1505,52.50505336,119.9280867,JAY
1506,48.73895634,117.3095961,JAY
1507,49.4488129,117.5186545,JAY
1508,52.53645802,119.6597229,JAY
1511,53.75796623,121.2412314,JAY
1512,50.48472659,117.8426347,JAY
1513,46.73370299,117.3128457,JAY
1514,48.97114566,121.5575382,JAY
1515,47.21787721,117.7876902,JAY
1516,49.19228789,120.3366224,JAY
1517,43.75959504,118.9712095,JAY
1518,48.82064092,119.1101591,JAY
1519,51.44918564,121.5543687,JAY
1521,49.58460174,121.1249187,JAY
1522,45.35740052,122.0641061,JAY
1523,51.07512003,115.2429254,JAY
1524,50.99954431,119.8946322,JAY
1526,44.62927124,117.3665356,JAY
1527,43.99715097,119.249256,JAY
1528,50.66105149,119.9946956,JAY
1529,51.8013958,117.6754243,JAY
1530,49.32818218,116.8243738,JAY
1531,44.17210494,120.6792363,JAY
1532,47.95298631,119.6917994,JAY
1533,52.38613251,119.4627797,JAY
1535,50.20002849,118.5286717,JAY
1536,44.97478953,118.2792113,JAY
1537,45.87458984,119.2208886,JAY
1538,51.26378603,117.5032656,JAY
1539,48.78765932,116.0678684,JAY
1540,50.06144004,119.8705664,JAY
1541,50.68088959,119.8026374,JAY
1542,51.79162626,115.5982878,JAY
1543,46.7524904,118.7015915,JAY
1544,49.32527534,120.2986026,JAY
1545,50.67958585,120.4461644,JAY
1546,51.35169469,117.9470458,JAY
1548,49.29550929,119.8190255,JAY
1549,48.03334788,117.5597812,JAY
1550,46.4767687,114.507531,JAY
1551,51.25974683,116.8541855,JAY
1552,51.89017157,117.529175,JAY
1553,50.09605693,117.4569565,JAY
1554,50.46241743,123.0899785,JOHN
1555,50.82528864,117.6354307,JOHN
1556,53.82179492,119.5480574,JOHN
1558,51.00744759,119.2699776,JOHN
1559,53.06745966,121.3930044,JOHN
1560,50.35203279,121.8388612,JOHN
1561,53.01927106,123.7535002,JOHN
1562,53.42809184,121.8831966,JOHN
1563,51.3751661,121.0333715,JOHN
1564,54.05553959,121.6214251,JOHN
1565,49.47115507,122.2972179,JOHN
1567,53.5787867,121.4360477,JOHN
1568,52.69132465,119.3245901,JOHN
1571,52.54394939,120.8116451,JOHN
1572,53.30189047,119.9091533,JOHN
1574,47.54878676,117.5515471,JOHN
1575,52.20084267,121.451738,JOHN
1576,52.92852053,121.491579,JOHN
1578,51.29799291,118.2018465,JOHN
1580,50.57434366,120.1642554,JOHN
1582,51.79194592,121.3426345,JOHN
1583,54.17256679,121.2680952,JOHN
1586,52.08870584,121.3031499,JOHN
1588,52.0127912,119.585319,JOHN
1589,54.26225192,120.9220302,JOHN
1590,52.56355965,123.7462576,JOHN
1591,51.67517357,121.7080373,JOHN
1592,53.77137167,124.6344487,JOHN
1594,54.91336979,120.1825563,JOHN
1595,50.24996995,120.5028201,JOHN
1596,51.4886147,118.3113247,JOHN
1600,49.03480829,117.2787589,JOHN
1601,52.37086121,116.1380063,JOHN
1603,49.20200537,119.7849647,JOHN
1604,50.65507355,117.1512699,JOHN
1605,51.51250238,116.9348317,JOHN
1606,51.62645316,120.9243863,JOHN
1608,52.25730692,122.9760263,JOHN
1609,54.28735842,121.3438589,JOHN
1610,54.28297122,121.4319669,JOHN
1612,53.06623386,120.8722188,JOHN
1613,52.24799551,121.060684,JOHN
1614,51.49834399,120.0624471,JOHN
1615,52.5038806,122.786064,JOHN
1619,48.15616636,122.8738875,JOHN
1621,54.32091848,120.0432438,JOHN
1622,51.57485698,121.544576,JOHN
1625,53.63889615,120.6511858,JOHN
1626,52.0332925,114.2082951,JOHN
1628,53.48568709,122.2307438,JOHN
1629,52.31386926,125.0754808,JOHN
1630,50.67472408,121.4087492,JOHN
1632,53.24360676,120.711208,JOHN
1633,53.60445894,119.7934265,JOHN
1634,54.86308746,125.6378239,JOHN
1635,50.85251571,120.7488113,JOHN
1636,54.80966174,114.6710702,JOHN
1637,51.91704576,118.6607175,JOHN
1638,51.80295792,121.058791,JOHN
1639,52.04508701,119.3197831,JOHN
1640,51.3427563,116.9388128,JOHN
1641,53.26067242,120.340386,JOHN
1642,52.31005716,121.5871422,JOHN
1643,52.28550595,121.0632146,JOHN
1644,53.01466178,125.0360525,JOHN
1645,51.13364454,117.8403355,JOHN
1646,49.23117364,123.8702266,JOHN
1647,51.59456409,120.6388796,JOHN
1648,52.84978277,123.0378139,JOHN
1650,53.23817076,120.4871264,JOHN
1652,52.24547975,119.8534309,JOHN
1653,51.61877643,124.0494126,JOHN
1654,52.25721143,120.6494362,JOHN
1655,52.35019072,122.0108719,JOHN
1656,53.31286648,124.6646181,JOHN
1657,52.67067516,123.3514557,JOHN
1658,50.48968226,117.1356034,JOHN
1659,53.53146199,119.5827741,JOHN
1660,56.70183478,123.9365327,JOHN
1661,50.73830579,117.9440817,JOHN
1662,52.0719019,123.1457606,JOHN
1663,54.80027444,123.703529,JOHN
1664,53.796719,120.4626964,JOHN
1665,51.92302279,124.8028681,JOHN
1666,50.63721489,116.5997704,JOHN
1667,54.44864815,123.9317897,JOHN
1672,51.92291762,120.9463157,JOHN
1673,52.99277796,122.001794,JOHN
1674,52.88610334,119.7314869,JOHN
1675,53.08444788,120.9623831,JOHN
1676,52.70128362,121.0051053,JOHN
1677,51.33740036,121.5949479,JOHN
1678,54.93533886,121.5896195,JOHN
1679,51.67720612,121.3204666,JOHN
1680,52.11306735,114.7584641,JOHN
1681,48.41330004,120.1849302,JOHN
1682,54.525832,120.7656911,JOHN
1683,49.70770669,123.9668533,JOHN
1684,55.165444,121.6146943,JOHN
1686,52.47026775,124.2497301,JOHN
1687,50.42172169,120.086269,JOHN
1688,48.84285846,115.2441403,JOHN
1689,53.00091492,122.1508367,JOHN
1690,51.77312576,116.8324132,JOHN
1691,52.44803891,120.7564958,JOHN
1694,52.38246737,122.3684094,JOHN
1696,50.02069226,116.454835,JOHN
1697,53.85944759,123.280894,JOHN
1698,54.21287835,123.6415517,JOHN
1699,54.67815111,122.2280106,JOHN
1701,53.00450925,120.6015333,JOHN
1702,51.10909595,121.9461611,JOHN
1703,49.88548076,120.6638749,JOHN
1704,52.11870034,118.8555126,JOHN
1705,51.49970512,119.9147147,JOHN
1708,52.08095124,121.5369181,JOHN
1709,53.75551032,120.4463573,JOHN
1710,52.71645038,124.1927726,JOHN
1711,53.04751615,120.9431477,JOHN
1712,54.49841007,114.6329886,JOHN
1713,52.78429284,125.1690104,JOHN
1714,51.69173808,120.238543,JOHN
1715,50.9660425,114.2932731,JOHN
1716,50.54863727,118.5268595,JOHN
1717,52.01336085,124.7916478,JOHN
1718,50.8594883,118.6807395,JOHN
1719,52.75317061,119.6611473,JOHN
1720,51.09832762,119.4867637,JOHN
1723,53.70290478,122.2783598,JOHN
1724,51.36571237,120.6087869,JOHN
1725,54.34561595,123.0252829,JOHN
1726,54.32024059,125.536463,JOHN
1727,51.1868612,117.7955616,JOHN
1728,54.10440232,115.3598338,JOHN
1729,51.11341951,125.2010119,JOHN
1730,47.07741306,123.0780274,JOHN
1731,52.33853781,119.7929207,JOHN
1732,51.97774864,121.2205638,JOHN
1734,50.86258701,121.8945661,JOHN
1736,53.79199259,121.1909215,JOHN
1738,54.16538309,122.0414456,JOHN
1739,51.75337943,119.6104322,JOHN
1740,52.66031455,120.8488101,JOHN
1741,50.33995173,120.5737632,JOHN
1742,49.47542055,117.9109718,JOHN
1747,55.37037087,122.0040191,JOHN
1748,50.97117066,123.1128212,JOHN
1749,52.06224028,119.9789174,JOHN
1750,52.58520768,123.2813038,JOHN
1752,52.02716299,119.3232124,JOHN
1755,50.82642667,122.2338639,JOHN
1757,52.25612421,114.6411689,JOHN
1758,52.08305766,120.6358283,JOHN
1759,51.78405113,120.7697711,JOHN
1760,52.97209254,123.4458848,JOHN
1761,50.41924811,119.9617943,JOHN
1762,54.32974639,122.8358438,JOHN
1763,51.41947038,121.7716502,JOHN
1764,50.25065586,122.3840798,JOHN
1765,48.96180535,116.741947,JOHN
1766,50.97190495,125.2442043,JOHN
1767,49.30511152,121.3009713,JOHN
1768,55.62899515,123.5720735,JOHN
1769,50.00789484,120.5378631,JOHN
1770,52.14407766,122.0093088,JOHN
1771,55.91870426,124.9795377,JOHN
1773,54.80045522,121.6030681,JOHN
1774,54.45458313,123.0051709,JOHN
1777,52.00278531,122.3010076,JOHN
1778,47.99922229,123.2790073,JOHN
1779,53.32828713,121.7827544,JOHN
1780,50.46509755,121.5901618,JOHN
1781,48.03300511,117.085892,JOHN
1782,53.07144008,121.2578595,JOHN
1784,53.18686353,123.8551985,JOHN
1785,51.60361941,121.6009626,JOHN
1786,48.56987606,121.2385823,JOHN
1787,50.04233865,124.4902633,JOHN
1788,51.86604066,120.0098304,JOHN
1789,53.07184039,120.5360054,JOHN
1790,53.05627936,124.7873058,JOHN
1791,50.65667607,115.0761294,JOHN
1792,52.95488808,122.3980238,JOHN
1793,51.57508495,115.0192856,JOHN
1794,50.93277175,120.7192838,JOHN
1795,51.97367151,115.605519,JOHN
1796,50.68408742,116.6679298,JOHN
1797,53.52278304,121.7473133,JOHN
1798,50.70018763,120.8548409,JOHN
1799,51.32669563,118.790278,JOHN
1801,52.66237667,123.1191498,JOHN
1802,53.32684809,123.9629546,JOHN
1803,50.2105869,121.7710747,JOHN
1804,55.17451953,123.3648783,JOHN
1806,53.21509179,123.385403,JOHN
1807,51.80486581,123.6518312,JOHN
1808,53.6453648,122.8798671,JOHN
1810,51.18372363,118.5057581,JOHN
1811,50.10475274,120.5862882,JOHN
1812,52.08696336,115.7510726,JOHN
1814,55.07906625,120.5724351,JOHN
1815,49.7124072,120.912872,JOHN
1817,56.15785952,121.7402705,JOHN
1818,52.89020088,121.4611375,JOHN
1820,51.82329527,123.5927367,JOHN
1821,52.35683954,120.1238528,JOHN
1822,51.24734305,120.7100993,JOHN
1823,52.99224674,121.0223582,JOHN
1824,52.13253855,122.0636098,JOHN
1825,51.16691857,116.6009601,JOHN
1826,53.87004098,120.8305451,JOHN
1828,51.74634701,123.4915612,JOHN
1829,51.42442465,121.1293036,JOHN
1830,48.49250986,119.5252921,JOHN
1831,51.23406936,116.394591,JOHN
1833,53.94822311,120.7146049,JOHN
1834,55.3525664,121.322627,JOHN
1835,52.32782379,123.7657075,JOHN
1838,51.81392238,120.1162244,JOHN
1839,49.76832396,119.0382167,JOHN
1840,48.27431006,120.5593838,JOHN
1841,50.72568043,122.4196791,JOHN
1842,52.50927726,121.0533881,JOHN
1844,52.10456474,119.9931567,JOHN
1845,53.52270519,120.0812635,JOHN
1847,49.63721527,124.7306399,JOHN
1848,52.23090449,120.7365614,JOHN
1849,51.35714675,120.391649,JOHN
1851,53.30597001,120.9669989,JOHN
1853,52.14482717,120.8473984,JOHN
1855,53.73522775,113.5216462,JOHN
1857,56.86044663,123.461468,JOHN
1858,53.09175003,120.8675144,JOHN
1859,52.62398508,121.9351622,JOHN
1860,54.03972743,119.4892156,JOHN
1861,51.79749953,122.4452482,JOHN
1862,51.59345461,122.4226648,JOHN
1865,53.20594408,123.0784441,JOHN
1867,51.90320378,122.8437045,JOHN
1868,54.34697913,124.714649,JOHN
1869,52.5899016,123.8236623,JOHN
1870,54.95579101,124.9753474,JOHN
1871,54.23747881,121.3437364,JOHN
1872,51.40804718,118.7180402,JOHN
1873,51.28019527,121.3303819,JOHN
1874,50.96883694,118.634279,JOHN
1875,55.74701989,122.5793465,JOHN
1877,51.25044006,116.6901391,JOHN
1878,48.35431111,121.4443171,JOHN
1880,51.86383701,118.1415758,JOHN
1881,52.83275687,115.5941184,JOHN
1882,54.70925218,121.3073993,JOHN
1883,51.39514187,119.1214904,JOHN
1884,52.42772588,121.538835,JOHN
1887,51.89174799,120.2065829,JOHN
1889,55.11622793,121.6469716,JOHN
1890,50.5299044,121.5907458,JOHN
1892,52.159165,123.7177361,JOHN
1893,51.28717021,120.1025445,JOHN
1894,51.84302481,117.6460244,JOHN
1895,50.44871401,120.8696375,JOHN
1897,52.24900831,118.7016104,JOHN
1898,52.79463,121.2569971,JOHN
1900,56.12559747,122.5318435,JOHN
1901,49.19600259,121.6309371,JOHN
1903,50.56174343,119.2763808,JOHN
1904,54.13377805,124.0825387,JOHN
1905,51.92145463,122.3572719,JOHN
1907,51.37289832,122.6106406,JOHN
1908,50.67411634,118.6174659,JOHN
1909,48.91098808,117.3928278,JOHN
1911,51.48317276,120.170888,JOHN
1912,48.44166904,123.8921519,JOHN
1913,49.50224697,120.5696593,JOHN
1914,53.49747947,123.4935263,JOHN
1915,52.17420127,121.2615934,JOHN
1916,56.11938963,124.5764646,JOHN
1917,50.57812057,116.4556376,JOHN
1918,53.72394857,121.2337489,JOHN
1919,51.90259199,118.241815,JOHN
1920,54.61781223,120.1585511,JOHN
1921,55.39724805,121.6636536,JOHN
1922,51.42097237,122.0176889,JOHN
1923,52.70491913,120.618665,JOHN
1926,50.30282259,115.4652541,JOHN
1927,51.85182173,117.6940078,JOHN
1928,51.8579278,124.4171762,JOHN
1929,50.23693856,120.4460653,JOHN
1930,54.53820985,123.5190391,JOHN
1931,56.25567123,123.4724426,JOHN
1933,50.53755849,122.161279,JOHN
1934,49.90593156,123.8085478,JOHN
1935,50.02440654,119.9287838,JOHN
1936,53.54836214,124.8208342,JOHN
1937,48.67524577,123.1322949,JOHN
1938,52.55999081,121.8220477,JOHN
1939,51.34452791,118.416337,JOHN
1941,53.87033534,119.9953269,JOHN
1942,53.07650638,115.0424691,JOHN
1944,50.75872415,123.4154936,JOHN
1945,49.79940757,119.155175,JOHN
1947,51.49336135,119.1497721,JOHN
1949,56.01143828,123.2237053,JOHN
1952,49.56670523,121.3617747,JOHN
1954,53.25788963,120.4075514,JOHN
1955,51.74334713,116.8203184,JOHN
1958,52.01560559,122.8246744,JOHN
1961,51.49425107,118.9564719,JOHN
1962,49.71150896,120.1226089,JOHN
1965,53.98294822,120.2342532,JOHN
1966,48.57955018,122.9173188,JOHN
1968,50.51086272,121.3677477,JOHN
1969,55.61985105,121.5330127,JOHN
1970,51.98860511,117.0534106,JOHN
1971,52.0922112,119.5944309,JOHN
1972,52.6274379,121.1552634,JOHN
1976,53.95590504,115.250299,JOHN
1977,51.10595815,118.3248939,JOHN
1978,51.46635685,121.8297572,JOHN
1979,53.91114543,120.3282632,JOHN
1980,51.34046681,116.4791455,JOHN
1981,50.89517162,119.5760543,JOHN
1982,48.62679214,122.7932871,JOHN
1983,52.59569629,120.0523966,JOHN
1985,53.50043871,122.4639541,JOHN
1986,50.3382513,118.2962537,JOHN
1987,51.21379009,118.1800794,JOHN
1989,53.44140579,125.4234204,JOHN
1991,54.20524327,123.9800905,JOHN
1992,53.10293254,121.6751835,JOHN
1994,49.73099937,119.4397925,JOHN
1995,53.96486659,120.4064067,JOHN
1996,51.63319362,120.7783203,JOHN
1997,54.77591078,120.1712634,JOHN
1999,50.38218658,122.7699623,JOHN
2000,51.61505716,121.7179797,JOHN
2001,56.0278739,123.9440089,JOHN
2004,51.27573219,119.0167917,JOHN
2005,52.5417691,118.8245028,JOHN
2006,53.30191585,121.2010758,JOHN
2008,53.1090671,119.2994718,JOHN
2010,54.53236851,121.2618741,JOHN
2011,49.97657532,118.6282098,JOHN
2012,53.14348028,121.3982653,JOHN
2013,54.91015603,123.5498898,JOHN
2014,54.29867524,120.5653494,JOHN
2021,56.05242907,122.2483587,RON
2025,54.16175532,123.9155775,RON
2026,55.37167031,121.5818792,RON
2027,55.72714028,127.87571,RON
2028,51.32267259,121.638321,RON
2030,54.09396396,125.8148702,RON
2031,53.78254806,122.9565254,RON
2032,55.59206053,125.3917455,RON
2033,55.70760744,123.2263792,RON
2034,56.11229977,124.1488934,RON
2035,54.84606164,122.5596425,RON
2036,54.93181652,126.182994,RON
2041,55.09952325,127.0144528,RON
2044,54.44937833,122.7894716,RON
2045,55.42737919,125.0848263,RON
2049,55.39046843,121.536173,RON
2051,56.03118311,124.1593778,RON
2053,54.8698466,125.5321466,RON
2055,55.28071387,126.9348555,RON
2056,56.94553832,125.0457854,RON
2060,55.60634894,124.4870587,RON
2069,55.06820104,121.3600864,RON
2073,52.99794602,124.6362241,RON
2075,53.1962359,122.4297555,RON
2077,54.04790275,121.4008845,RON
2078,51.48695433,123.269846,RON
2079,54.02107907,123.26345,RON
2080,53.90887679,123.221883,RON
2082,55.3764139,121.8270706,RON
2083,55.25570705,123.4833726,RON
2084,54.59685488,122.8762437,RON
2086,54.31046791,122.4285989,RON
2087,55.8583405,124.36674,RON
2088,51.84260353,123.0508772,RON
2091,55.54627646,124.0229719,RON
2094,53.80221599,124.1344182,RON
2098,54.43689117,125.4533838,RON
2099,55.66464801,126.2300122,RON
2100,53.67470358,123.0958254,RON
2101,56.08038723,126.2059432,RON
2102,54.46963026,119.7260052,RON
2103,56.14606576,127.3645941,RON
2104,51.44343772,122.7770186,RON
2106,54.60655849,125.1149783,RON
2108,56.60416606,124.200315,RON
2117,54.7578404,124.0270088,RON
2118,54.55886116,124.8618591,RON
2119,53.33781047,124.1680265,RON
2120,53.70069224,123.6475682,RON
2121,54.67493829,122.6099534,RON
2123,53.46598796,124.9097082,RON
2124,52.93115563,124.6532115,RON
2125,53.95702625,125.4159573,RON
2128,56.50645601,125.0624964,RON
2130,53.94030625,121.1678207,RON
2131,55.38022762,124.226024,RON
2133,55.47016436,122.6085939,RON
2140,56.1977498,122.8701188,RON
2143,55.57437934,126.3902257,RON
2144,55.88627101,126.5869666,RON
2145,56.27508632,123.6404797,RON
2147,53.99957474,125.922153,RON
2150,56.24216878,123.0193507,RON
2152,56.65565599,124.4072501,RON
2153,52.10960001,124.3353287,RON
2156,52.49247285,124.6501703,RON
2158,53.23036655,121.7994519,RON
2162,55.78994892,122.8255664,RON
2163,53.97708185,122.5415528,RON
2164,55.47599568,121.2598182,RON
2165,53.2642018,123.7142455,RON
2167,55.24533241,125.5908239,RON
2168,55.73782526,123.5410636,RON
2169,53.17944163,121.3356592,RON
2170,53.15064796,122.1096972,RON
2172,54.86579686,125.3495908,RON
2173,55.8741677,127.0061634,RON
2174,52.12208269,124.9082268,RON
2175,56.8804608,125.8094446,RON
2181,56.67535268,124.9191305,RON
2182,56.61894459,123.0977981,RON
2183,56.40588604,126.9763505,RON
2184,55.92290751,126.8448413,RON
2189,51.95482967,124.6183817,RON
2191,54.39584976,125.367065,RON
2194,53.38816455,128.2738736,RON
2196,55.92812604,126.9146459,RON
2197,56.58707332,124.1923019,RON
2199,55.55913966,122.3844746,RON
2201,57.20076962,124.5811551,RON
2203,55.23882027,122.6159866,RON
2206,52.8644388,123.2714608,RON
2210,55.69741462,121.7669702,RON
2211,55.63097661,123.0132337,RON
2214,53.38613114,124.1310403,RON
2215,55.01651102,125.0522439,RON
2217,53.29511519,128.6527532,RON
2218,53.7913035,123.5792297,RON
2219,51.74165919,123.4618295,RON
2220,56.79620333,124.8334566,RON
2221,52.47810594,121.8423315,RON
2222,53.89568119,122.284186,RON
2223,53.97306774,124.0192935,RON
2224,54.3334824,123.5101988,RON
2226,54.37031589,124.5195663,RON
2228,57.41602186,124.5015632,RON
2230,55.69444657,121.1418812,RON
2231,54.7228279,123.0231976,RON
2232,53.27577154,123.1663456,RON
2235,55.83344692,123.9677833,RON
2236,56.14221452,123.0289249,RON
2237,52.90361861,123.6926227,RON
2238,52.24806765,124.0817426,RON
2241,53.09791145,124.6866219,RON
2242,54.374101,125.0765595,RON
2243,52.66790789,122.2738559,RON
2244,53.03787027,125.2125505,RON
2245,56.28501655,123.8399995,RON
2251,54.64604463,125.9354608,RON
2252,56.13839601,121.6578986,RON
2254,55.41147459,124.9228388,RON
2255,56.73462248,126.1596087,RON
2257,54.59074821,126.3945642,RON
2258,55.00421831,126.2005068,RON
2259,53.11332861,130.3259054,RON
2261,52.44983717,120.7987091,RON
2262,50.68595073,122.978958,RON
2263,52.49365001,121.9325988,RON
2264,52.8972352,123.9622881,RON
2268,55.82597521,123.5460299,RON
2269,54.38441308,124.4576549,RON
2271,55.25700757,124.5067697,RON
2272,55.14890239,123.6743514,RON
2273,53.56341096,124.2743322,RON
2276,55.79709058,128.4515078,RON
2277,53.58484165,124.0757517,RON
2278,52.95234398,128.6695264,RON
2280,52.81236995,125.1905829,RON
2281,55.03825346,123.8232672,RON
2283,50.69977577,122.1997484,RON
2284,54.58273818,126.2689071,RON
2285,56.04636494,127.4212767,RON
2286,56.5522105,125.6053258,RON
2287,53.53178633,124.2549302,RON
2288,54.38665423,122.1951524,RON
2289,55.35935887,123.3899705,RON
2290,54.4700704,125.8028497,RON
2294,56.66573107,126.4120189,RON
2295,54.58397101,121.6320659,RON
2299,52.79260252,125.3963039,RON
2300,56.473857,123.5327919,RON
2301,55.27750155,125.1084248,RON
